,position_lat,position_long,altitude,power,cadence,distance,speed,time
3218,-139030160,1992293376,13.200000000000044,214,94,27922.34,10.971,0 days 00:53:39
3219,-139031248,1992293760,13.200000000000044,224,94,27932.89,10.944,0 days 00:53:40
3220,-139032384,1992294144,13.200000000000044,291,95,27944.06,10.949,0 days 00:53:41
3221,-139033488,1992294400,13.200000000000044,254,94,27954.83,10.992,0 days 00:53:42
3222,-139034656,1992294784,13.200000000000044,270,97,27966.25,11.023,0 days 00:53:43
3223,-139035760,1992295168,13.200000000000044,192,97,27976.98,10.998,0 days 00:53:44
3224,-139036976,1992295296,13.200000000000044,187,95,27988.22,10.983,0 days 00:53:45
3225,-139038160,1992295296,13.200000000000044,210,96,27999.38,10.98,0 days 00:53:46
3226,-139039216,1992294784,13.200000000000044,209,95,28009.73,11.006,0 days 00:53:47
3227,-139040272,1992294272,13.200000000000044,280,95,28021.06,11.093,0 days 00:53:48
3228,-139041232,1992293504,13.200000000000044,244,95,28032.22,11.186,0 days 00:53:49
3229,-139042032,1992292608,13.200000000000044,222,95,28043.48,11.273,0 days 00:53:50
3230,-139042672,1992291584,13.200000000000044,244,97,28055.01,11.384,0 days 00:53:51
3231,-139043184,1992290432,13.200000000000044,217,96,28066.96,11.464,0 days 00:53:52
3232,-139043552,1992289152,13.200000000000044,251,96,28077.7,11.47,0 days 00:53:53
3233,-139043872,1992288128,13.200000000000044,248,96,28088.88,11.415,0 days 00:53:54
3234,-139044176,1992286848,13.200000000000044,204,96,28100.59,11.339,0 days 00:53:55
3235,-139044416,1992285568,13.200000000000044,220,96,28112.12,11.251,0 days 00:53:56
3236,-139044592,1992284416,13.200000000000044,192,96,28122.9,11.15,0 days 00:53:57
3237,-139044784,1992283136,13.200000000000044,204,95,28134.11,11.045,0 days 00:53:58
3238,-139044944,1992282112,13.200000000000044,214,96,28145.13,10.959,0 days 00:53:59
3239,-139045104,1992280832,13.200000000000044,266,95,28156.07,10.932,0 days 00:54:00
3240,-139045248,1992279680,13.200000000000044,188,95,28166.88,10.853,0 days 00:54:01
3241,-139045392,1992278400,13.200000000000044,223,95,28177.76,10.802,0 days 00:54:02
3242,-139045520,1992277376,13.200000000000044,205,95,28188.88,10.731,0 days 00:54:03
3243,-139045664,1992276096,13.200000000000044,227,95,28199.68,10.698,0 days 00:54:04
3244,-139045808,1992274944,13.200000000000044,213,94,28210.16,10.669,0 days 00:54:05
3245,-139045936,1992273920,13.200000000000044,175,94,28221.24,10.56,0 days 00:54:06
3246,-139046048,1992272768,13.200000000000044,324,90,28231.18,10.635,0 days 00:54:07
3247,-139046176,1992271488,13.200000000000044,285,88,28242.13,10.666,0 days 00:54:08
3248,-139046304,1992270464,13.200000000000044,255,88,28252.98,10.696,0 days 00:54:09
3249,-139046400,1992269184,13.200000000000044,273,87,28263.41,10.695,0 days 00:54:10
3250,-139046512,1992268032,13.200000000000044,270,87,28274.07,10.709,0 days 00:54:11
3251,-139046624,1992267008,13.200000000000044,274,89,28284.86,10.725,0 days 00:54:12
3252,-139046720,1992265728,13.200000000000044,285,88,28296.26,10.785,0 days 00:54:13
3253,-139046832,1992264448,13.200000000000044,250,89,28307.27,10.819,0 days 00:54:14
3254,-139046896,1992263296,13.200000000000044,224,89,28317.57,10.843,0 days 00:54:15
3255,-139046976,1992262272,13.200000000000044,225,87,28327.93,10.838,0 days 00:54:16
3256,-139047088,1992260992,13.200000000000044,226,88,28339.24,10.79,0 days 00:54:17
3257,-139047152,1992259712,13.200000000000044,254,88,28350.37,10.764,0 days 00:54:18
3258,-139047216,1992258560,13.200000000000044,263,88,28360.71,10.785,0 days 00:54:19
3259,-139047264,1992257536,13.200000000000044,228,90,28371.61,10.755,0 days 00:54:20
3260,-139047296,1992256256,13.200000000000044,223,88,28382.11,10.736,0 days 00:54:21
3261,-139047328,1992255104,13.200000000000044,220,87,28393.32,10.724,0 days 00:54:22
3262,-139047328,1992253824,13.200000000000044,228,87,28403.83,10.742,0 days 00:54:23
3263,-139047296,1992252800,13.200000000000044,253,87,28414.65,10.798,0 days 00:54:24
3264,-139047280,1992251648,13.200000000000044,257,88,28425.3,10.939,0 days 00:54:25
3265,-139047216,1992250368,13.200000000000044,262,88,28436.5,11.142,0 days 00:54:26
3266,-139047136,1992249088,13.200000000000044,229,88,28448.03,11.236,0 days 00:54:27
3267,-139046976,1992247808,13.200000000000044,233,87,28458.85,11.274,0 days 00:54:28
3268,-139046672,1992246784,13.200000000000044,226,87,28470.42,11.318,0 days 00:54:29
3269,-139046240,1992245632,13.200000000000044,238,87,28481.42,11.356,0 days 00:54:30
3270,-139045600,1992244608,13.200000000000044,235,87,28492.83,11.376,0 days 00:54:31
3271,-139044736,1992243456,13.200000000000044,306,86,28505.06,11.361,0 days 00:54:32
3272,-139043888,1992242688,13.200000000000044,257,88,28515.46,11.382,0 days 00:54:33
3273,-139042880,1992242048,13.200000000000044,267,88,28526.87,11.314,0 days 00:54:34
3274,-139041824,1992241536,13.200000000000044,225,88,28538.38,11.269,0 days 00:54:35
3275,-139040832,1992240768,13.200000000000044,235,88,28549.42,11.199,0 days 00:54:36
3276,-139039952,1992239872,13.200000000000044,244,88,28560.95,11.146,0 days 00:54:37
3277,-139039296,1992238976,13.200000000000044,261,88,28571.74,11.1,0 days 00:54:38
3278,-139038864,1992237696,13.200000000000044,258,88,28583.15,11.073,0 days 00:54:39
3279,-139038608,1992236544,13.200000000000044,276,88,28594.22,11.047,0 days 00:54:40
3280,-139038480,1992235264,13.200000000000044,238,88,28605.63,11.021,0 days 00:54:41
3281,-139038400,1992234240,13.200000000000044,245,88,28616.32,10.994,0 days 00:54:42
3282,-139038384,1992232960,13.200000000000044,245,88,28627.39,10.983,0 days 00:54:43
3283,-139038400,1992231808,13.200000000000044,243,89,28638.38,10.995,0 days 00:54:44
3284,-139038448,1992230528,13.200000000000044,228,87,28649.38,11.01,0 days 00:54:45
3285,-139038512,1992229248,13.200000000000044,241,88,28660.2,11.095,0 days 00:54:46
3286,-139038624,1992228224,13.200000000000044,279,88,28671.27,11.27,0 days 00:54:47
3287,-139038752,1992226944,13.200000000000044,282,88,28682.46,11.431,0 days 00:54:48
3288,-139038896,1992225664,13.200000000000044,291,89,28693.86,11.522,0 days 00:54:49
3289,-139039056,1992224384,13.200000000000044,243,88,28705.51,11.628,0 days 00:54:50
3290,-139039264,1992223104,13.200000000000044,257,89,28717.59,11.737,0 days 00:54:51
3291,-139039504,1992221952,13.200000000000044,214,89,28728.95,11.651,0 days 00:54:52
3292,-139039712,1992220672,13.200000000000044,237,89,28740.43,11.546,0 days 00:54:53
3293,-139039952,1992219392,13.200000000000044,287,87,28752.16,11.504,0 days 00:54:54
3294,-139040224,1992218112,13.200000000000044,262,89,28763.81,11.46,0 days 00:54:55
3295,-139040528,1992217088,13.200000000000044,232,88,28775.07,11.444,0 days 00:54:56
3296,-139040864,1992215808,13.200000000000044,268,89,28786.33,11.451,0 days 00:54:57
3297,-139041312,1992214528,13.200000000000044,250,89,28798.27,11.481,0 days 00:54:58
3298,-139041856,1992213376,13.200000000000044,233,89,28809.63,11.496,0 days 00:54:59
3299,-139042560,1992212352,13.200000000000044,204,88,28821.53,11.491,0 days 00:55:00
3300,-139043360,1992211456,13.200000000000044,233,88,28832.49,11.498,0 days 00:55:01
3301,-139044272,1992210688,13.200000000000044,228,87,28843.82,11.453,0 days 00:55:02
3302,-139045312,1992209920,13.200000000000044,256,87,28855.28,11.44,0 days 00:55:03
3303,-139046432,1992209408,13.200000000000044,322,88,28866.89,11.394,0 days 00:55:04
3304,-139047616,1992209024,13.200000000000044,259,87,28878.56,11.338,0 days 00:55:05
3305,-139048720,1992208512,13.200000000000044,254,88,28889.54,11.316,0 days 00:55:06
3306,-139049936,1992208512,13.200000000000044,260,89,28900.99,11.324,0 days 00:55:07
3307,-139051184,1992208512,13.200000000000044,268,87,28912.51,11.321,0 days 00:55:08
3308,-139052384,1992208768,13.200000000000044,221,89,28923.81,11.262,0 days 00:55:09
3309,-139053552,1992208896,13.200000000000044,232,87,28934.79,11.225,0 days 00:55:10
3310,-139054736,1992209280,13.200000000000044,244,89,28946.1,11.213,0 days 00:55:11
3311,-139055952,1992209408,13.200000000000044,252,87,28957.46,11.185,0 days 00:55:12
3312,-139057136,1992209280,13.399999999999975,252,88,28968.61,11.172,0 days 00:55:13
3313,-139058224,1992208896,13.399999999999975,255,88,28979.28,11.163,0 days 00:55:14
3314,-139059328,1992208128,13.600000000000025,254,88,28991.32,11.095,0 days 00:55:15
3315,-139060224,1992207488,13.600000000000025,246,88,29001.57,11.017,0 days 00:55:16
3316,-139061232,1992206848,13.799999999999956,231,88,29012.5,10.902,0 days 00:55:17
3317,-139062336,1992206336,13.799999999999956,251,88,29023.5,10.841,0 days 00:55:18
3318,-139063472,1992206208,13.799999999999956,275,88,29034.3,10.856,0 days 00:55:19
3319,-139064624,1992205952,13.600000000000025,223,88,29045.19,10.906,0 days 00:55:20
3320,-139065840,1992205824,13.600000000000025,259,88,29056.51,10.962,0 days 00:55:21
3321,-139066976,1992205824,13.399999999999975,238,89,29067.08,11.014,0 days 00:55:22
3322,-139068144,1992205568,13.399999999999975,248,89,29077.96,11.058,0 days 00:55:23
3323,-139069392,1992205440,13.200000000000044,241,88,29089.53,11.081,0 days 00:55:24
3324,-139070560,1992205184,13.200000000000044,245,88,29100.66,11.103,0 days 00:55:25
3325,-139071616,1992204928,13.200000000000044,260,88,29111.23,11.061,0 days 00:55:26
3326,-139072736,1992204160,13.200000000000044,301,87,29122.85,11.021,0 days 00:55:27
3327,-139073760,1992203648,13.399999999999975,226,89,29134.05,10.924,0 days 00:55:28
3328,-139074720,1992202880,13.399999999999975,237,89,29144.72,10.815,0 days 00:55:29
3329,-139075632,1992202368,13.399999999999975,229,88,29155.17,10.695,0 days 00:55:30
3330,-139076576,1992201600,13.600000000000025,205,88,29166.13,10.564,0 days 00:55:31
3331,-139077472,1992200832,13.600000000000025,216,88,29176.62,10.425,0 days 00:55:32
3332,-139078256,1992199936,13.799999999999956,239,87,29186.92,10.269,0 days 00:55:33
3333,-139078880,1992199296,14.0,291,86,29196.79,10.178,0 days 00:55:34
3334,-139079440,1992198144,14.200000000000044,251,87,29207.24,10.108,0 days 00:55:35
3335,-139079744,1992197248,14.399999999999975,209,87,29217.14,9.995,0 days 00:55:36
3336,-139079904,1992196096,14.399999999999975,254,87,29226.85,9.898,0 days 00:55:37
3337,-139080016,1992195072,14.600000000000025,240,87,29237.16,9.819,0 days 00:55:38
3338,-139080112,1992193920,14.799999999999956,251,88,29246.75,9.745,0 days 00:55:39
3339,-139080224,1992192896,14.799999999999956,222,86,29256.5,9.694,0 days 00:55:40
3340,-139080400,1992192000,15.0,248,86,29265.98,9.739,0 days 00:55:41
3341,-139080704,1992190720,15.200000000000044,248,86,29276.55,9.779,0 days 00:55:42
3342,-139081184,1992189824,15.200000000000044,280,87,29286.04,9.845,0 days 00:55:43
3343,-139081856,1992189056,15.200000000000044,242,88,29295.76,9.913,0 days 00:55:44
3344,-139082560,1992188288,15.200000000000044,233,87,29305.32,9.966,0 days 00:55:45
3345,-139083328,1992187392,15.200000000000044,256,88,29315.43,10.041,0 days 00:55:46
3346,-139084224,1992186880,15.200000000000044,258,87,29326.01,10.18,0 days 00:55:47
3347,-139085184,1992186368,15.200000000000044,226,88,29335.77,10.252,0 days 00:55:48
3348,-139086304,1992186368,15.200000000000044,232,88,29346.29,10.369,0 days 00:55:49
3349,-139087392,1992186496,15.200000000000044,234,87,29356.89,10.511,0 days 00:55:50
3350,-139088304,1992187264,15.0,227,87,29367.18,10.625,0 days 00:55:51
3351,-139089120,1992188160,15.0,245,88,29378.0,10.736,0 days 00:55:52
3352,-139089808,1992189056,15.0,235,86,29389.04,10.878,0 days 00:55:53
3353,-139090368,1992189952,14.799999999999956,250,87,29399.41,10.981,0 days 00:55:54
3354,-139090896,1992191104,14.799999999999956,216,87,29410.46,11.077,0 days 00:55:55
3355,-139091408,1992192128,14.799999999999956,235,87,29421.58,11.165,0 days 00:55:56
3356,-139091904,1992193280,14.600000000000025,283,87,29432.99,11.271,0 days 00:55:57
3357,-139092368,1992194560,14.600000000000025,304,87,29444.25,11.38,0 days 00:55:58
3358,-139092864,1992195584,14.600000000000025,233,88,29456.23,11.435,0 days 00:55:59
3359,-139093296,1992196736,14.399999999999975,224,90,29467.12,11.214,0 days 00:56:00
3360,-139093728,1992198016,14.399999999999975,210,88,29478.12,11.075,0 days 00:56:01
3361,-139094176,1992199040,14.200000000000044,227,87,29489.54,10.927,0 days 00:56:02
3362,-139094592,1992200192,14.200000000000044,225,87,29500.18,10.893,0 days 00:56:03
3363,-139095024,1992201216,14.200000000000044,260,87,29511.24,10.925,0 days 00:56:04
3364,-139095440,1992202368,14.0,232,87,29521.85,10.967,0 days 00:56:05
3365,-139095888,1992203392,14.0,217,87,29532.99,10.967,0 days 00:56:06
3366,-139096320,1992204544,14.0,275,88,29544.05,11.008,0 days 00:56:07
3367,-139096752,1992205568,13.799999999999956,245,87,29554.95,11.019,0 days 00:56:08
3368,-139097200,1992206720,13.799999999999956,266,87,29565.81,11.077,0 days 00:56:09
3369,-139097696,1992208000,13.799999999999956,210,88,29577.1,11.073,0 days 00:56:10
3370,-139098208,1992209024,13.600000000000025,232,88,29588.4,11.069,0 days 00:56:11
3371,-139098736,1992210176,13.600000000000025,253,87,29599.05,11.065,0 days 00:56:12
3372,-139099312,1992211072,13.600000000000025,200,86,29610.35,11.043,0 days 00:56:13
3373,-139099952,1992212224,13.399999999999975,223,86,29621.23,11.028,0 days 00:56:14
3374,-139100736,1992213120,13.399999999999975,297,87,29632.3,11.1,0 days 00:56:15
3375,-139101680,1992213760,13.399999999999975,231,87,29643.63,11.169,0 days 00:56:16
3376,-139102784,1992214400,13.399999999999975,292,88,29654.72,11.201,0 days 00:56:17
3377,-139103968,1992214528,13.399999999999975,271,87,29665.79,11.196,0 days 00:56:18
3378,-139105152,1992214400,13.600000000000025,242,89,29676.95,11.159,0 days 00:56:19
3379,-139106352,1992214016,13.600000000000025,233,88,29688.47,11.099,0 days 00:56:20
3380,-139107456,1992213632,13.799999999999956,202,88,29699.75,10.982,0 days 00:56:21
3381,-139108480,1992212864,13.799999999999956,240,88,29710.58,10.885,0 days 00:56:22
3382,-139109472,1992212352,14.0,250,88,29721.55,10.822,0 days 00:56:23
3383,-139110384,1992211584,14.0,133,86,29732.19,10.707,0 days 00:56:24
3384,-139111296,1992210944,14.0,202,89,29743.1,10.525,0 days 00:56:25
3385,-139112096,1992210176,14.200000000000044,187,92,29753.05,10.497,0 days 00:56:26
3386,-139112880,1992209280,14.0,199,94,29763.51,10.485,0 days 00:56:27
3387,-139113344,1992208384,14.0,228,94,29773.97,10.529,0 days 00:56:28
3388,-139113600,1992207104,13.799999999999956,235,94,29784.63,10.616,0 days 00:56:29
3389,-139113696,1992205952,13.799999999999956,242,94,29795.3,10.707,0 days 00:56:30
3390,-139113744,1992204928,13.600000000000025,233,95,29805.99,10.81,0 days 00:56:31
3391,-139113776,1992203648,13.399999999999975,268,95,29817.02,10.912,0 days 00:56:32
3392,-139113888,1992202368,13.200000000000044,167,95,29828.02,10.981,0 days 00:56:33
3393,-139114208,1992201216,13.200000000000044,189,93,29838.76,11.004,0 days 00:56:34
3394,-139114992,1992200320,13.0,171,93,29850.07,11.011,0 days 00:56:35
3395,-139116096,1992199936,13.0,183,92,29861.2,11.013,0 days 00:56:36
3396,-139117232,1992199808,12.799999999999956,193,92,29871.97,10.978,0 days 00:56:37
3397,-139118432,1992199808,12.799999999999956,203,92,29883.17,10.952,0 days 00:56:38
3398,-139119600,1992199808,12.799999999999956,213,92,29893.96,10.907,0 days 00:56:39
3399,-139120736,1992199936,12.799999999999956,197,91,29904.48,10.844,0 days 00:56:40
3400,-139121952,1992199936,12.799999999999956,291,91,29915.84,10.839,0 days 00:56:41
3401,-139123104,1992200192,12.799999999999956,217,91,29926.62,10.841,0 days 00:56:42
3402,-139124272,1992200192,12.799999999999956,270,94,29937.47,10.883,0 days 00:56:43
3403,-139125408,1992199936,12.600000000000025,228,94,29948.17,10.922,0 days 00:56:44
3404,-139126592,1992199808,12.600000000000025,211,95,29959.37,10.957,0 days 00:56:45
3405,-139127744,1992199424,12.600000000000025,215,94,29970.4,10.956,0 days 00:56:46
3406,-139128816,1992198912,12.600000000000025,246,96,29981.35,10.977,0 days 00:56:47
3407,-139129808,1992198272,12.799999999999956,188,94,29992.33,10.986,0 days 00:56:48
3408,-139130640,1992197376,12.799999999999956,246,95,30003.41,10.998,0 days 00:56:49
3409,-139131424,1992196480,12.799999999999956,250,95,30014.73,11.054,0 days 00:56:50
3410,-139132096,1992195584,12.600000000000025,188,96,30025.23,11.07,0 days 00:56:51
3411,-139132768,1992194560,12.600000000000025,233,95,30036.37,11.086,0 days 00:56:52
3412,-139133376,1992193536,12.600000000000025,189,95,30047.13,11.126,0 days 00:56:53
3413,-139133984,1992192512,12.600000000000025,216,94,30058.48,11.137,0 days 00:56:54
3414,-139134512,1992191360,12.600000000000025,303,95,30069.59,11.219,0 days 00:56:55
3415,-139135024,1992190080,12.600000000000025,242,95,30081.14,11.295,0 days 00:56:56
3416,-139135472,1992189056,12.600000000000025,252,97,30092.13,11.292,0 days 00:56:57
3417,-139135856,1992187904,12.600000000000025,203,97,30103.21,11.199,0 days 00:56:58
3418,-139136144,1992186624,12.799999999999956,215,98,30114.53,11.092,0 days 00:56:59
3419,-139136368,1992185600,12.799999999999956,306,96,30125.56,11.07,0 days 00:57:00
3420,-139136528,1992184320,12.799999999999956,243,97,30136.6,11.028,0 days 00:57:01
3421,-139136672,1992183168,12.600000000000025,231,96,30147.62,10.985,0 days 00:57:02
3422,-139136800,1992181888,12.600000000000025,215,97,30158.83,10.928,0 days 00:57:03
3423,-139136880,1992180864,12.600000000000025,225,97,30169.52,10.879,0 days 00:57:04
3424,-139136912,1992179584,12.600000000000025,250,96,30180.57,10.855,0 days 00:57:05
3425,-139136880,1992178432,12.600000000000025,280,96,30191.28,10.851,0 days 00:57:06
3426,-139136784,1992177152,12.600000000000025,223,96,30202.53,10.819,0 days 00:57:07
3427,-139136576,1992176128,12.799999999999956,196,98,30212.84,10.731,0 days 00:57:08
3428,-139136320,1992174976,12.799999999999956,193,97,30223.38,10.626,0 days 00:57:09
3429,-139135952,1992173952,13.0,211,95,30234.04,10.599,0 days 00:57:10
3430,-139135440,1992172800,13.200000000000044,195,95,30245.01,10.563,0 days 00:57:11
3431,-139134800,1992171776,13.399999999999975,217,94,30255.68,10.432,0 days 00:57:12
3432,-139134080,1992171008,13.600000000000025,176,94,30265.95,10.19,0 days 00:57:13
3433,-139133328,1992170112,13.799999999999956,140,92,30275.75,9.93,0 days 00:57:14
3434,-139132528,1992169600,14.200000000000044,297,88,30285.56,9.731,0 days 00:57:15
3435,-139131696,1992168832,14.399999999999975,293,87,30295.04,9.628,0 days 00:57:16
3436,-139130816,1992168320,14.600000000000025,309,87,30305.06,9.532,0 days 00:57:17
3437,-139129952,1992167808,15.0,243,86,30314.61,9.378,0 days 00:57:18
3438,-139129104,1992167168,15.200000000000044,242,88,30323.73,9.249,0 days 00:57:19
3439,-139128272,1992166656,15.600000000000025,250,86,30332.83,9.105,0 days 00:57:20
3440,-139127440,1992166272,15.799999999999956,235,87,30341.58,8.943,0 days 00:57:21
3441,-139126592,1992165760,16.0,249,87,30350.6,8.806,0 days 00:57:22
3442,-139125744,1992165248,16.399999999999977,234,88,30359.66,8.677,0 days 00:57:23
3443,-139124960,1992164864,16.600000000000023,287,87,30367.96,8.577,0 days 00:57:24
3444,-139124128,1992164224,16.799999999999955,299,87,30376.74,8.509,0 days 00:57:25
3445,-139123344,1992163968,17.200000000000045,263,87,30385.17,8.464,0 days 00:57:26
3446,-139122576,1992163328,17.399999999999977,270,89,30393.29,8.416,0 days 00:57:27
3447,-139121808,1992163072,17.600000000000023,242,88,30401.75,8.36,0 days 00:57:28
3448,-139121056,1992162432,17.799999999999955,225,90,30410.02,8.276,0 days 00:57:29
3449,-139120304,1992161920,18.0,251,89,30418.27,8.221,0 days 00:57:30
3450,-139119568,1992161536,18.200000000000045,252,89,30426.47,8.178,0 days 00:57:31
3451,-139118784,1992161024,18.600000000000023,266,88,30435.03,8.172,0 days 00:57:32
3452,-139118032,1992160512,18.799999999999955,238,89,30443.11,8.147,0 days 00:57:33
3453,-139117280,1992160128,19.0,253,89,30451.32,8.097,0 days 00:57:34
3454,-139116528,1992159744,19.200000000000045,237,88,30459.3,8.078,0 days 00:57:35
3455,-139115792,1992159232,19.399999999999977,252,89,30467.21,8.063,0 days 00:57:36
3456,-139114992,1992158848,19.600000000000023,308,89,30475.55,8.108,0 days 00:57:37
3457,-139114256,1992158336,19.799999999999955,230,89,30483.39,8.119,0 days 00:57:38
3458,-139113504,1992157952,20.0,274,90,30491.4,8.1,0 days 00:57:39
3459,-139112736,1992157568,20.200000000000045,241,88,30499.71,8.071,0 days 00:57:40
3460,-139111984,1992157056,20.399999999999977,258,88,30507.75,8.047,0 days 00:57:41
3461,-139111248,1992156672,20.600000000000023,227,91,30515.72,8.025,0 days 00:57:42
3462,-139110480,1992156032,20.799999999999955,233,88,30524.15,8.0,0 days 00:57:43
3463,-139109792,1992155520,21.0,231,88,30531.84,7.993,0 days 00:57:44
3464,-139109120,1992155136,21.200000000000045,253,89,30539.58,7.987,0 days 00:57:45
3465,-139108432,1992154624,21.399999999999977,244,87,30547.84,7.984,0 days 00:57:46
3466,-139107808,1992153856,21.600000000000023,238,89,30555.84,7.962,0 days 00:57:47
3467,-139107280,1992153344,21.799999999999955,275,89,30563.48,7.941,0 days 00:57:48
3468,-139106768,1992152576,22.0,286,87,30571.74,7.946,0 days 00:57:49
3469,-139106368,1992151680,22.200000000000045,273,88,30579.69,7.975,0 days 00:57:50
3470,-139106080,1992151040,22.399999999999977,220,89,30587.44,7.957,0 days 00:57:51
3471,-139105840,1992150144,22.399999999999977,251,89,30595.79,7.943,0 days 00:57:52
3472,-139105680,1992149376,22.600000000000023,219,88,30603.52,7.936,0 days 00:57:53
3473,-139105568,1992148480,22.799999999999955,265,88,30611.52,7.987,0 days 00:57:54
3474,-139105504,1992147584,23.0,274,88,30619.31,8.076,0 days 00:57:55
3475,-139105440,1992146688,23.0,285,89,30627.79,8.145,0 days 00:57:56
3476,-139105392,1992145920,23.200000000000045,278,89,30635.56,8.276,0 days 00:57:57
3477,-139105328,1992144768,23.399999999999977,235,90,30644.24,8.356,0 days 00:57:58
3478,-139105152,1992143872,23.399999999999977,225,90,30652.56,8.387,0 days 00:57:59
3479,-139104832,1992143232,23.600000000000023,244,89,30660.97,8.414,0 days 00:58:00
3480,-139104304,1992142464,23.799999999999955,257,89,30669.3,8.405,0 days 00:58:01
3481,-139103536,1992141952,23.799999999999955,278,90,30678.14,8.493,0 days 00:58:02
3482,-139102752,1992141312,24.0,264,90,30686.46,8.576,0 days 00:58:03
3483,-139101888,1992141184,24.0,225,89,30694.74,8.615,0 days 00:58:04
3484,-139100976,1992140928,24.200000000000045,218,89,30703.37,8.686,0 days 00:58:05
3485,-139100048,1992140672,24.200000000000045,243,88,30712.32,8.782,0 days 00:58:06
3486,-139099120,1992140288,24.200000000000045,244,88,30721.49,8.852,0 days 00:58:07
3487,-139098336,1992139904,24.399999999999977,290,88,30729.9,8.962,0 days 00:58:08
3488,-139097568,1992139136,24.600000000000023,224,89,30739.02,8.953,0 days 00:58:09
3489,-139096864,1992138624,24.600000000000023,230,89,30747.86,8.894,0 days 00:58:10
3490,-139096160,1992137856,24.799999999999955,223,89,30757.02,8.816,0 days 00:58:11
3491,-139095488,1992137216,25.0,226,88,30765.96,8.718,0 days 00:58:12
3492,-139094880,1992136576,25.200000000000045,223,88,30774.3,8.629,0 days 00:58:13
3493,-139094272,1992135680,25.399999999999977,227,88,30783.38,8.576,0 days 00:58:14
3494,-139093776,1992135040,25.600000000000023,267,87,30791.27,8.538,0 days 00:58:15
3495,-139093296,1992134272,25.600000000000023,216,87,30799.7,8.534,0 days 00:58:16
3496,-139092912,1992133504,25.799999999999955,261,87,30808.3,8.546,0 days 00:58:17
3497,-139092624,1992132480,26.0,242,87,30817.43,8.592,0 days 00:58:18
3498,-139092512,1992131456,26.0,255,88,30825.67,8.638,0 days 00:58:19
3499,-139092528,1992130560,26.200000000000045,233,86,30834.38,8.694,0 days 00:58:20
3500,-139092672,1992129664,26.200000000000045,246,88,30843.19,8.78,0 days 00:58:21
3501,-139092880,1992128768,26.399999999999977,237,88,30852.01,8.852,0 days 00:58:22
3502,-139093152,1992127872,26.399999999999977,246,86,30860.54,8.959,0 days 00:58:23
3503,-139093488,1992126976,26.399999999999977,255,87,30869.8,9.047,0 days 00:58:24
3504,-139093888,1992125824,26.399999999999977,172,87,30879.31,9.099,0 days 00:58:25
3505,-139094288,1992125184,26.600000000000023,96,85,30888.26,9.047,0 days 00:58:26
3506,-139094720,1992124288,26.600000000000023,146,88,30897.05,9.011,0 days 00:58:27
3507,-139095168,1992123264,26.600000000000023,250,91,30905.89,9.127,0 days 00:58:28
3508,-139095680,1992122368,26.600000000000023,199,91,30915.13,9.18,0 days 00:58:29
3509,-139096208,1992121728,26.799999999999955,259,94,30924.22,9.238,0 days 00:58:30
3510,-139096864,1992120960,26.799999999999955,215,93,30933.51,9.284,0 days 00:58:31
3511,-139097712,1992120192,27.0,225,94,30943.1,9.315,0 days 00:58:32
3512,-139098640,1992120064,27.0,242,95,30952.21,9.33,0 days 00:58:33
3513,-139099616,1992119680,27.200000000000045,219,94,30961.52,9.306,0 days 00:58:34
3514,-139100608,1992119552,27.399999999999977,210,95,30970.87,9.24,0 days 00:58:35
3515,-139101504,1992119168,27.600000000000023,210,93,30980.4,9.178,0 days 00:58:36
3516,-139102016,1992118272,27.600000000000023,241,94,30989.46,9.162,0 days 00:58:37
3517,-139102320,1992117376,27.600000000000023,240,93,30998.41,9.235,0 days 00:58:38
3518,-139102512,1992116224,27.799999999999955,260,93,31007.72,9.339,0 days 00:58:39
3519,-139102608,1992115328,27.799999999999955,232,96,31017.23,9.424,0 days 00:58:40
3520,-139102624,1992114176,27.799999999999955,230,96,31026.56,9.451,0 days 00:58:41
3521,-139102560,1992113280,27.799999999999955,228,96,31035.96,9.467,0 days 00:58:42
3522,-139102352,1992112256,27.799999999999955,206,96,31045.88,9.46,0 days 00:58:43
3523,-139102000,1992111360,28.0,196,95,31054.86,9.423,0 days 00:58:44
3524,-139101360,1992110464,28.0,234,94,31064.57,9.464,0 days 00:58:45
3525,-139100624,1992109824,28.0,208,95,31073.69,9.513,0 days 00:58:46
3526,-139099744,1992109184,28.0,245,95,31083.68,9.558,0 days 00:58:47
3527,-139098880,1992108544,28.0,241,94,31093.37,9.485,0 days 00:58:48
3528,-139098112,1992108032,28.200000000000045,200,95,31102.31,9.398,0 days 00:58:49
3529,-139097344,1992107264,28.399999999999977,233,95,31111.8,9.222,0 days 00:58:50
3530,-139096608,1992106624,28.799999999999955,245,95,31121.02,9.027,0 days 00:58:51
3531,-139095936,1992105984,29.0,243,96,31129.54,8.798,0 days 00:58:52
3532,-139095232,1992105344,29.399999999999977,307,96,31138.54,8.599,0 days 00:58:53
3533,-139094544,1992104576,29.799999999999955,257,96,31147.14,8.417,0 days 00:58:54
3534,-139093888,1992104064,30.0,195,97,31155.56,8.234,0 days 00:58:55
3535,-139093232,1992103424,30.399999999999977,212,97,31163.59,8.006,0 days 00:58:56
3536,-139092608,1992102912,30.600000000000023,193,97,31171.39,7.81,0 days 00:58:57
3537,-139092000,1992102272,31.0,207,96,31179.07,7.617,0 days 00:58:58
3538,-139091328,1992101888,31.200000000000045,196,95,31186.69,7.469,0 days 00:58:59
