,position_lat,position_long,altitude,power,cadence,distance,speed,time
0,-138827872,1992059008,12.799999999999956,68,5,2.07,1.621,0 days 00:00:00
1,-138827680,1992059008,12.799999999999956,58,5,3.88,1.996,0 days 00:00:01
2,-138827456,1992059008,12.799999999999956,59,67,6.03,2.264,0 days 00:00:02
3,-138827200,1992059264,12.799999999999956,66,76,8.41,2.536,0 days 00:00:03
4,-138826928,1992059264,12.799999999999956,65,76,11.05,2.766,0 days 00:00:04
5,-138826624,1992059264,12.799999999999956,65,83,13.94,2.967,0 days 00:00:05
6,-138826304,1992059392,12.799999999999956,66,82,17.08,3.166,0 days 00:00:06
7,-138825968,1992059392,12.799999999999956,66,84,20.21,3.337,0 days 00:00:07
8,-138825600,1992059392,12.799999999999956,64,85,23.62,3.494,0 days 00:00:08
9,-138825232,1992059648,12.799999999999956,65,85,27.2,3.64,0 days 00:00:09
10,-138824816,1992059648,13.0,65,84,31.03,3.781,0 days 00:00:10
11,-138824416,1992059776,13.0,65,84,34.87,3.908,0 days 00:00:11
12,-138824000,1992059776,13.0,65,84,38.72,4.027,0 days 00:00:12
13,-138823552,1992059776,13.0,66,83,42.91,4.128,0 days 00:00:13
14,-138823120,1992060032,13.0,64,83,46.91,4.185,0 days 00:00:14
15,-138822656,1992060032,13.0,65,84,51.33,4.232,0 days 00:00:15
16,-138822208,1992060160,13.0,65,83,55.56,4.321,0 days 00:00:16
17,-138821776,1992060160,13.0,65,83,59.79,4.409,0 days 00:00:17
18,-138821296,1992060288,13.0,65,82,64.3,4.496,0 days 00:00:18
19,-138820832,1992060544,13.0,64,84,68.92,4.574,0 days 00:00:19
20,-138820384,1992060672,13.0,64,82,73.58,4.638,0 days 00:00:20
21,-138819968,1992061056,13.0,66,81,78.13,4.711,0 days 00:00:21
22,-138819584,1992061440,13.0,66,80,82.77,4.786,0 days 00:00:22
23,-138819232,1992061824,13.0,65,80,87.63,4.854,0 days 00:00:23
24,-138818880,1992062208,13.0,65,81,92.56,4.92,0 days 00:00:24
25,-138818576,1992062464,13.0,64,80,97.51,4.983,0 days 00:00:25
26,-138818272,1992063104,13.0,65,80,102.45,5.038,0 days 00:00:26
27,-138818000,1992063488,13.0,66,79,107.73,5.095,0 days 00:00:27
28,-138817728,1992064000,13.0,64,79,112.84,5.144,0 days 00:00:28
29,-138817488,1992064512,13.0,66,80,118.11,5.193,0 days 00:00:29
30,-138817264,1992065024,13.0,65,80,123.09,5.237,0 days 00:00:30
31,-138817040,1992065664,13.0,65,82,128.35,5.28,0 days 00:00:31
32,-138816816,1992066176,13.0,65,81,133.91,5.325,0 days 00:00:32
33,-138816624,1992066688,13.0,66,81,139.22,5.366,0 days 00:00:33
34,-138816432,1992067200,13.0,66,81,144.36,5.408,0 days 00:00:34
35,-138816208,1992067840,13.0,64,82,149.95,5.455,0 days 00:00:35
36,-138815984,1992068352,13.0,66,83,155.23,5.499,0 days 00:00:36
37,-138815760,1992068864,13.0,65,82,161.03,5.552,0 days 00:00:37
38,-138815536,1992069504,13.0,65,83,166.61,5.596,0 days 00:00:38
39,-138815296,1992070016,13.0,65,84,172.13,5.639,0 days 00:00:39
40,-138815040,1992070528,13.0,65,83,177.94,5.682,0 days 00:00:40
41,-138814816,1992071040,13.0,65,83,183.33,5.723,0 days 00:00:41
42,-138814560,1992071680,13.0,64,82,189.18,5.765,0 days 00:00:42
43,-138814336,1992072320,13.0,65,82,194.88,5.803,0 days 00:00:43
44,-138814096,1992072960,13.0,65,82,200.86,5.837,0 days 00:00:44
45,-138813856,1992073472,13.0,65,81,206.97,5.867,0 days 00:00:45
46,-138813648,1992074112,13.0,66,81,212.7,5.893,0 days 00:00:46
47,-138813440,1992074752,13.0,66,80,218.28,5.915,0 days 00:00:47
48,-138813264,1992075264,13.0,64,81,224.2,5.933,0 days 00:00:48
49,-138813040,1992076032,13.0,65,82,230.44,5.953,0 days 00:00:49
50,-138812848,1992076544,13.0,65,81,236.15,5.972,0 days 00:00:50
51,-138812656,1992077056,13.0,66,81,242.11,6.009,0 days 00:00:51
52,-138812448,1992077824,13.0,65,81,248.25,6.094,0 days 00:00:52
53,-138812240,1992078336,13.0,65,82,254.5,6.224,0 days 00:00:53
54,-138812016,1992079104,13.0,66,83,260.88,6.273,0 days 00:00:54
55,-138811760,1992079616,13.0,64,84,267.23,6.307,0 days 00:00:55
56,-138811504,1992080384,13.0,65,84,273.36,6.341,0 days 00:00:56
57,-138811264,1992080896,13.0,65,83,279.65,6.37,0 days 00:00:57
58,-138811040,1992081664,13.0,65,82,286.23,6.389,0 days 00:00:58
59,-138810848,1992082304,13.0,64,82,292.68,6.414,0 days 00:00:59
60,-138810672,1992083072,13.0,65,82,299.18,6.438,0 days 00:01:00
61,-138810560,1992083584,13.0,66,81,305.42,6.455,0 days 00:01:01
62,-138810496,1992084352,13.0,65,82,311.98,6.459,0 days 00:01:02
63,-138810448,1992085120,13.0,64,81,318.2,6.455,0 days 00:01:03
64,-138810464,1992085888,13.0,66,81,324.86,6.454,0 days 00:01:04
65,-138810544,1992086528,13.0,65,81,331.38,6.446,0 days 00:01:05
66,-138810672,1992087296,13.0,65,82,337.62,6.43,0 days 00:01:06
67,-138810832,1992087808,13.0,65,82,343.98,6.42,0 days 00:01:07
68,-138811040,1992088576,13.0,65,83,350.8,6.42,0 days 00:01:08
69,-138811264,1992089344,13.0,65,83,357.01,6.415,0 days 00:01:09
70,-138811472,1992089856,13.0,64,83,363.46,6.403,0 days 00:01:10
71,-138811696,1992090496,13.0,65,83,369.56,6.398,0 days 00:01:11
72,-138811936,1992091264,13.0,66,81,376.38,6.397,0 days 00:01:12
73,-138812160,1992091776,13.200000000000044,67,81,382.6,6.402,0 days 00:01:13
74,-138812432,1992092544,13.200000000000044,64,83,389.11,6.396,0 days 00:01:14
75,-138812688,1992093056,13.200000000000044,68,84,395.39,6.38,0 days 00:01:15
76,-138812912,1992093824,13.200000000000044,69,84,401.59,6.365,0 days 00:01:16
77,-138813120,1992094336,13.200000000000044,71,82,408.04,6.356,0 days 00:01:17
78,-138813312,1992095104,13.200000000000044,69,81,414.28,6.357,0 days 00:01:18
79,-138813504,1992095872,13.200000000000044,71,81,420.76,6.47,0 days 00:01:19
80,-138813664,1992096512,13.200000000000044,70,82,427.32,6.544,0 days 00:01:20
81,-138813808,1992097152,13.200000000000044,69,83,433.87,6.559,0 days 00:01:21
82,-138813904,1992097792,13.399999999999975,70,83,440.39,6.543,0 days 00:01:22
83,-138813968,1992098560,13.399999999999975,71,82,446.85,6.503,0 days 00:01:23
84,-138813984,1992099328,13.399999999999975,69,83,453.36,6.444,0 days 00:01:24
85,-138813952,1992099968,13.399999999999975,71,82,459.86,6.375,0 days 00:01:25
86,-138813872,1992100736,13.600000000000025,69,82,466.15,6.298,0 days 00:01:26
87,-138813696,1992101248,13.600000000000025,70,82,472.38,6.212,0 days 00:01:27
88,-138813472,1992102016,13.600000000000025,70,81,478.57,6.14,0 days 00:01:28
89,-138813232,1992102528,13.799999999999956,71,80,484.65,6.065,0 days 00:01:29
90,-138812960,1992103168,13.799999999999956,70,80,490.58,5.982,0 days 00:01:30
91,-138812640,1992103808,14.0,69,82,496.7,5.884,0 days 00:01:31
92,-138812352,1992104448,14.0,70,80,502.35,5.791,0 days 00:01:32
93,-138812016,1992104960,14.0,71,80,508.46,5.686,0 days 00:01:33
94,-138811712,1992105472,14.200000000000044,69,79,513.8,5.59,0 days 00:01:34
95,-138811344,1992105856,14.200000000000044,70,80,519.54,5.492,0 days 00:01:35
96,-138811024,1992106368,14.399999999999975,71,79,524.9,5.414,0 days 00:01:36
97,-138810688,1992106880,14.399999999999975,71,78,530.16,5.339,0 days 00:01:37
98,-138810336,1992107264,14.399999999999975,69,80,535.6,5.262,0 days 00:01:38
99,-138810000,1992107904,14.600000000000025,71,79,540.73,5.189,0 days 00:01:39
100,-138809664,1992108160,14.600000000000025,69,79,546.02,5.11,0 days 00:01:40
101,-138809344,1992108800,14.799999999999956,69,81,550.98,5.029,0 days 00:01:41
102,-138809024,1992109184,14.799999999999956,70,80,556.03,4.947,0 days 00:01:42
103,-138808720,1992109440,14.799999999999956,71,80,560.78,4.875,0 days 00:01:43
104,-138808400,1992110080,15.0,70,80,565.73,4.798,0 days 00:01:44
105,-138808096,1992110464,15.0,70,81,570.66,4.726,0 days 00:01:45
106,-138807776,1992110976,15.200000000000044,70,80,575.78,4.65,0 days 00:01:46
107,-138807520,1992111360,15.200000000000044,71,80,580.07,4.591,0 days 00:01:47
108,-138807280,1992111616,15.200000000000044,70,80,584.38,4.531,0 days 00:01:48
109,-138807056,1992112000,15.399999999999975,70,80,588.95,4.468,0 days 00:01:49
110,-138806880,1992112640,15.399999999999975,70,80,593.3,4.41,0 days 00:01:50
111,-138806736,1992112896,15.600000000000025,71,80,597.91,4.349,0 days 00:01:51
112,-138806656,1992113536,15.600000000000025,70,79,601.94,4.308,0 days 00:01:52
113,-138806624,1992113920,15.600000000000025,71,80,606.34,4.268,0 days 00:01:53
114,-138806656,1992114432,15.799999999999956,69,81,610.6,4.233,0 days 00:01:54
115,-138806704,1992114816,15.799999999999956,71,81,614.75,4.204,0 days 00:01:55
116,-138806800,1992115328,15.799999999999956,70,81,619.08,4.189,0 days 00:01:56
117,-138806928,1992115712,16.0,72,81,623.06,4.19,0 days 00:01:57
118,-138807136,1992116224,16.0,70,83,627.48,4.2,0 days 00:01:58
119,-138807360,1992116608,16.0,69,83,631.48,4.214,0 days 00:01:59
120,-138807648,1992116992,16.0,71,84,635.74,4.241,0 days 00:02:00
121,-138807984,1992117376,16.0,68,83,640.26,4.278,0 days 00:02:01
122,-138808304,1992117504,16.200000000000045,71,83,644.26,4.319,0 days 00:02:02
123,-138808704,1992117888,16.200000000000045,69,82,648.66,4.367,0 days 00:02:03
124,-138809104,1992118016,16.200000000000045,71,81,653.27,4.427,0 days 00:02:04
125,-138809504,1992118400,16.200000000000045,70,80,657.65,4.491,0 days 00:02:05
126,-138809952,1992118656,16.200000000000045,70,80,662.16,4.556,0 days 00:02:06
127,-138810416,1992118784,16.200000000000045,70,81,666.71,4.621,0 days 00:02:07
128,-138810928,1992118784,16.200000000000045,70,81,671.48,4.7,0 days 00:02:08
129,-138811424,1992118784,16.200000000000045,70,80,676.13,4.789,0 days 00:02:09
130,-138811952,1992118784,16.200000000000045,70,81,681.03,4.88,0 days 00:02:10
131,-138812448,1992118656,16.200000000000045,71,80,685.73,4.968,0 days 00:02:11
132,-138812992,1992118656,16.200000000000045,69,82,690.81,5.052,0 days 00:02:12
133,-138813552,1992118400,16.200000000000045,70,81,696.06,5.135,0 days 00:02:13
134,-138814080,1992118272,16.200000000000045,69,81,701.13,5.213,0 days 00:02:14
135,-138814624,1992118272,16.200000000000045,70,80,706.32,5.291,0 days 00:02:15
136,-138815200,1992118016,16.200000000000045,70,79,711.71,5.373,0 days 00:02:16
137,-138815760,1992117888,16.200000000000045,69,79,717.1,5.45,0 days 00:02:17
138,-138816352,1992117888,16.200000000000045,70,79,722.65,5.538,0 days 00:02:18
139,-138816944,1992117632,16.200000000000045,71,79,728.11,5.623,0 days 00:02:19
140,-138817568,1992117888,16.200000000000045,70,78,733.92,5.707,0 days 00:02:20
141,-138818192,1992117888,16.200000000000045,70,80,739.81,5.787,0 days 00:02:21
142,-138818752,1992118016,16.200000000000045,71,79,745.46,5.866,0 days 00:02:22
143,-138819296,1992118400,16.0,71,79,751.48,5.958,0 days 00:02:23
144,-138819712,1992118912,16.0,69,81,757.38,6.053,0 days 00:02:24
145,-138820032,1992119552,16.0,70,81,763.72,6.149,0 days 00:02:25
146,-138820288,1992120192,16.0,70,80,769.73,6.236,0 days 00:02:26
147,-138820464,1992120832,16.0,70,79,775.84,6.315,0 days 00:02:27
148,-138820592,1992121472,15.799999999999956,70,79,782.39,6.397,0 days 00:02:28
149,-138820672,1992122240,15.799999999999956,70,79,789.03,6.481,0 days 00:02:29
150,-138820736,1992123008,15.799999999999956,70,80,795.38,6.58,0 days 00:02:30
151,-138820784,1992123648,15.799999999999956,76,79,801.92,6.687,0 days 00:02:31
152,-138820800,1992124416,15.600000000000025,76,77,808.52,6.819,0 days 00:02:32
153,-138820832,1992125184,15.600000000000025,74,78,815.71,6.911,0 days 00:02:33
154,-138820832,1992125824,15.600000000000025,76,78,822.33,6.978,0 days 00:02:34
155,-138820848,1992126592,15.600000000000025,77,77,829.7,7.043,0 days 00:02:35
156,-138820864,1992127488,15.399999999999975,75,79,836.67,7.094,0 days 00:02:36
157,-138820880,1992128256,15.399999999999975,74,80,843.65,7.136,0 days 00:02:37
158,-138820912,1992129024,15.399999999999975,74,81,851.01,7.177,0 days 00:02:38
159,-138820960,1992129664,15.399999999999975,74,81,857.94,7.211,0 days 00:02:39
160,-138821040,1992130560,15.200000000000044,76,79,865.31,7.243,0 days 00:02:40
161,-138821152,1992131328,15.200000000000044,75,78,872.63,7.269,0 days 00:02:41
162,-138821376,1992132096,15.200000000000044,75,78,879.87,7.286,0 days 00:02:42
163,-138821760,1992132736,15.200000000000044,75,80,887.5,7.283,0 days 00:02:43
164,-138822224,1992133504,15.200000000000044,75,80,894.68,7.253,0 days 00:02:44
165,-138822768,1992133888,15.200000000000044,76,79,901.62,7.199,0 days 00:02:45
166,-138823392,1992134400,15.200000000000044,75,78,908.62,7.124,0 days 00:02:46
167,-138824112,1992134784,15.200000000000044,74,79,915.89,7.026,0 days 00:02:47
168,-138824832,1992135040,15.399999999999975,75,79,922.85,6.925,0 days 00:02:48
169,-138825552,1992135168,15.399999999999975,75,77,929.58,6.826,0 days 00:02:49
170,-138826272,1992135168,15.399999999999975,76,78,936.33,6.732,0 days 00:02:50
171,-138827024,1992135168,15.600000000000025,74,78,943.24,6.644,0 days 00:02:51
172,-138827728,1992135040,15.600000000000025,75,79,949.85,6.567,0 days 00:02:52
173,-138828400,1992135040,15.600000000000025,75,78,956.21,6.507,0 days 00:02:53
174,-138829120,1992134784,15.600000000000025,76,78,962.99,6.457,0 days 00:02:54
175,-138829792,1992134656,15.600000000000025,74,78,969.33,6.418,0 days 00:02:55
176,-138830448,1992134400,15.799999999999956,76,78,975.72,6.38,0 days 00:02:56
177,-138831104,1992134272,15.799999999999956,77,76,982.13,6.351,0 days 00:02:57
178,-138831728,1992134016,15.799999999999956,74,76,988.23,6.321,0 days 00:02:58
179,-138832352,1992133760,15.799999999999956,75,79,994.53,6.293,0 days 00:02:59
180,-138833008,1992133504,15.799999999999956,75,79,1001.13,6.265,0 days 00:03:00
181,-138833600,1992133120,15.799999999999956,74,81,1007.18,6.241,0 days 00:03:01
182,-138834224,1992132992,15.799999999999956,75,80,1013.6,6.23,0 days 00:03:02
183,-138834864,1992132608,16.0,75,80,1019.93,6.233,0 days 00:03:03
184,-138835408,1992132224,16.0,76,79,1025.75,6.248,0 days 00:03:04
185,-138836016,1992132096,16.0,75,78,1032.03,6.287,0 days 00:03:05
186,-138836624,1992131712,16.0,75,79,1038.42,6.43,0 days 00:03:06
187,-138837248,1992131328,16.0,74,79,1045.05,6.489,0 days 00:03:07
188,-138837840,1992130944,16.0,76,79,1051.43,6.496,0 days 00:03:08
189,-138838448,1992130560,16.0,75,78,1058.12,6.501,0 days 00:03:09
190,-138839024,1992130304,16.0,74,79,1064.64,6.553,0 days 00:03:10
191,-138839648,1992129920,16.0,76,79,1071.32,6.692,0 days 00:03:11
192,-138840240,1992129280,16.200000000000045,76,78,1078.03,6.83,0 days 00:03:12
193,-138840800,1992129024,16.200000000000045,74,80,1084.88,6.852,0 days 00:03:13
194,-138841344,1992128384,16.200000000000045,75,80,1091.51,6.894,0 days 00:03:14
195,-138841872,1992127872,16.200000000000045,74,79,1098.48,6.924,0 days 00:03:15
196,-138842256,1992127104,16.0,76,79,1105.47,7.012,0 days 00:03:16
197,-138842496,1992126464,16.0,75,78,1112.82,7.134,0 days 00:03:17
198,-138842608,1992125696,16.0,75,79,1119.78,7.248,0 days 00:03:18
199,-138842608,1992124928,16.0,75,79,1127.01,7.359,0 days 00:03:19
200,-138842544,1992124032,15.799999999999956,74,80,1134.54,7.461,0 days 00:03:20
201,-138842432,1992123264,15.799999999999956,76,80,1141.75,7.546,0 days 00:03:21
202,-138842304,1992122368,15.600000000000025,75,78,1149.39,7.624,0 days 00:03:22
203,-138842224,1992121728,15.600000000000025,74,80,1157.42,7.683,0 days 00:03:23
204,-138842304,1992120832,15.600000000000025,75,79,1165.12,7.714,0 days 00:03:24
205,-138842624,1992120064,15.399999999999975,76,78,1172.45,7.713,0 days 00:03:25
206,-138843280,1992119552,15.399999999999975,75,78,1180.56,7.665,0 days 00:03:26
207,-138844016,1992119168,15.600000000000025,75,78,1187.99,7.585,0 days 00:03:27
208,-138844784,1992118912,15.600000000000025,76,78,1195.37,7.484,0 days 00:03:28
209,-138845584,1992118912,15.600000000000025,74,79,1202.84,7.371,0 days 00:03:29
210,-138846368,1992118784,15.600000000000025,76,80,1210.06,7.262,0 days 00:03:30
211,-138847184,1992118784,15.799999999999956,75,79,1217.64,7.154,0 days 00:03:31
212,-138847888,1992118656,15.799999999999956,75,80,1224.56,7.094,0 days 00:03:32
213,-138848576,1992118016,15.799999999999956,74,81,1231.82,7.098,0 days 00:03:33
214,-138849200,1992117632,15.799999999999956,75,80,1239.08,7.123,0 days 00:03:34
215,-138849760,1992117120,15.799999999999956,74,79,1246.05,7.163,0 days 00:03:35
216,-138850176,1992116352,15.600000000000025,75,78,1253.38,7.228,0 days 00:03:36
217,-138850320,1992115712,15.600000000000025,75,77,1260.48,7.307,0 days 00:03:37
218,-138850176,1992114944,15.600000000000025,74,78,1267.93,7.383,0 days 00:03:38
219,-138849872,1992114176,15.399999999999975,74,78,1275.06,7.44,0 days 00:03:39
220,-138849472,1992113536,15.399999999999975,75,76,1282.68,7.488,0 days 00:03:40
221,-138849056,1992112768,15.399999999999975,75,76,1289.91,7.527,0 days 00:03:41
222,-138848608,1992112256,15.399999999999975,75,75,1297.54,7.562,0 days 00:03:42
223,-138848096,1992111488,15.200000000000044,77,75,1305.47,7.616,0 days 00:03:43
224,-138847648,1992110720,15.200000000000044,75,76,1312.85,7.683,0 days 00:03:44
225,-138847184,1992110080,15.200000000000044,75,79,1320.58,7.791,0 days 00:03:45
226,-138846720,1992109312,15.0,80,79,1328.64,7.897,0 days 00:03:46
227,-138846352,1992108544,15.0,80,80,1336.65,8.009,0 days 00:03:47
228,-138846160,1992107648,15.0,80,80,1344.51,8.111,0 days 00:03:48
229,-138846128,1992106752,14.799999999999956,80,79,1352.52,8.206,0 days 00:03:49
230,-138846272,1992105856,14.799999999999956,80,81,1361.06,8.284,0 days 00:03:50
231,-138846576,1992105088,14.799999999999956,79,81,1369.4,8.333,0 days 00:03:51
232,-138846992,1992104192,14.600000000000025,81,80,1377.4,8.373,0 days 00:03:52
233,-138847616,1992103424,14.600000000000025,80,80,1386.36,8.413,0 days 00:03:53
234,-138848272,1992102912,14.600000000000025,80,79,1394.26,8.449,0 days 00:03:54
235,-138849072,1992102400,14.399999999999975,80,79,1403.21,8.614,0 days 00:03:55
236,-138849888,1992102016,14.399999999999975,80,78,1411.4,8.717,0 days 00:03:56
237,-138850848,1992101888,14.399999999999975,80,79,1420.76,8.773,0 days 00:03:57
238,-138851760,1992101632,14.200000000000044,80,79,1429.36,8.778,0 days 00:03:58
239,-138852656,1992101504,14.200000000000044,80,78,1437.76,8.767,0 days 00:03:59
240,-138853648,1992101504,14.200000000000044,80,78,1446.97,8.743,0 days 00:04:00
241,-138854592,1992101504,14.200000000000044,80,78,1455.67,8.713,0 days 00:04:01
242,-138855520,1992101504,14.200000000000044,79,78,1464.26,8.676,0 days 00:04:02
243,-138856400,1992101632,14.200000000000044,80,78,1472.54,8.644,0 days 00:04:03
244,-138857392,1992101632,14.0,80,78,1481.59,8.631,0 days 00:04:04
245,-138858304,1992101888,14.0,79,79,1490.25,8.612,0 days 00:04:05
246,-138859200,1992102016,14.0,80,79,1498.68,8.589,0 days 00:04:06
247,-138860096,1992102016,14.0,81,78,1507.04,8.573,0 days 00:04:07
248,-138861040,1992102272,14.0,80,77,1516.01,8.561,0 days 00:04:08
249,-138861920,1992102400,14.0,81,78,1524.26,8.571,0 days 00:04:09
250,-138862832,1992102528,14.0,79,79,1532.87,8.598,0 days 00:04:10
251,-138863760,1992102784,14.0,80,80,1541.6,8.67,0 days 00:04:11
252,-138864656,1992102912,14.0,80,79,1550.15,8.616,0 days 00:04:12
253,-138865568,1992103168,14.0,81,80,1558.68,8.542,0 days 00:04:13
254,-138866480,1992103296,14.0,79,80,1567.43,8.468,0 days 00:04:14
255,-138867376,1992103424,14.0,81,79,1575.62,8.398,0 days 00:04:15
256,-138868288,1992103424,14.0,80,79,1584.14,8.322,0 days 00:04:16
257,-138869168,1992103680,14.0,79,79,1592.43,8.245,0 days 00:04:17
258,-138869952,1992104064,14.0,80,79,1600.41,8.171,0 days 00:04:18
259,-138870704,1992104576,14.0,80,78,1608.68,8.101,0 days 00:04:19
260,-138871376,1992105088,14.0,79,78,1616.71,8.031,0 days 00:04:20
261,-138872016,1992105728,14.0,80,78,1624.64,7.959,0 days 00:04:21
262,-138872672,1992106240,14.0,81,78,1632.97,7.884,0 days 00:04:22
263,-138873264,1992106752,14.0,79,78,1640.6,7.815,0 days 00:04:23
264,-138873856,1992107520,14.0,82,79,1648.47,7.749,0 days 00:04:24
265,-138874432,1992108032,14.0,79,79,1656.19,7.685,0 days 00:04:25
266,-138874944,1992108544,14.0,80,81,1663.61,7.626,0 days 00:04:26
267,-138875520,1992109312,14.0,79,80,1671.47,7.57,0 days 00:04:27
268,-138876016,1992109824,14.0,80,79,1678.93,7.52,0 days 00:04:28
269,-138876480,1992110592,14.0,80,78,1686.22,7.491,0 days 00:04:29
270,-138876912,1992111360,14.0,81,78,1693.88,7.484,0 days 00:04:30
271,-138877312,1992112000,14.0,79,77,1701.19,7.479,0 days 00:04:31
272,-138877664,1992112768,14.0,80,78,1708.72,7.474,0 days 00:04:32
273,-138877904,1992113536,14.0,80,78,1716.21,7.473,0 days 00:04:33
274,-138878016,1992114432,14.0,80,78,1723.84,7.481,0 days 00:04:34
275,-138877920,1992115072,14.0,81,78,1731.47,7.52,0 days 00:04:35
276,-138877680,1992115840,14.0,79,79,1738.97,7.595,0 days 00:04:36
277,-138877344,1992116608,13.799999999999956,79,80,1746.43,7.672,0 days 00:04:37
278,-138876912,1992117376,13.799999999999956,79,79,1754.18,7.741,0 days 00:04:38
279,-138876448,1992118016,13.600000000000025,81,78,1761.79,7.798,0 days 00:04:39
280,-138875936,1992118784,13.600000000000025,79,77,1769.7,7.847,0 days 00:04:40
281,-138875408,1992119552,13.600000000000025,79,78,1777.72,7.892,0 days 00:04:41
282,-138874864,1992120192,13.399999999999975,81,76,1785.98,7.937,0 days 00:04:42
283,-138874400,1992120960,13.399999999999975,81,76,1793.69,7.975,0 days 00:04:43
284,-138874000,1992121728,13.399999999999975,79,77,1801.51,8.001,0 days 00:04:44
285,-138873728,1992122368,13.200000000000044,81,78,1809.74,8.006,0 days 00:04:45
286,-138873536,1992123264,13.200000000000044,84,77,1817.8,7.992,0 days 00:04:46
287,-138873360,1992124288,13.200000000000044,86,78,1825.46,7.97,0 days 00:04:47
288,-138873216,1992124928,13.200000000000044,85,77,1833.28,7.942,0 days 00:04:48
289,-138873200,1992125824,13.200000000000044,85,78,1841.45,7.924,0 days 00:04:49
290,-138873328,1992126848,13.200000000000044,85,77,1849.31,7.91,0 days 00:04:50
291,-138873616,1992127744,13.200000000000044,85,77,1857.77,7.973,0 days 00:04:51
292,-138874000,1992128256,13.200000000000044,85,77,1865.13,8.027,0 days 00:04:52
293,-138874592,1992129024,13.200000000000044,85,78,1873.57,8.08,0 days 00:04:53
294,-138875248,1992129536,13.200000000000044,85,78,1881.36,8.108,0 days 00:04:54
295,-138876000,1992130048,13.200000000000044,85,78,1889.84,8.121,0 days 00:04:55
296,-138876720,1992130432,13.200000000000044,85,78,1897.59,8.106,0 days 00:04:56
297,-138877488,1992130944,13.200000000000044,86,78,1906.0,8.092,0 days 00:04:57
298,-138878224,1992131456,13.200000000000044,84,79,1913.91,8.078,0 days 00:04:58
299,-138878960,1992131840,13.200000000000044,85,79,1921.76,8.066,0 days 00:04:59
300,-138879696,1992132224,13.200000000000044,85,79,1929.85,8.05,0 days 00:05:00
301,-138880400,1992132736,13.200000000000044,85,80,1937.91,8.031,0 days 00:05:01
302,-138881088,1992133504,13.200000000000044,86,79,1946.44,8.009,0 days 00:05:02
303,-138881648,1992134016,13.200000000000044,84,78,1954.18,7.999,0 days 00:05:03
304,-138882128,1992134784,13.200000000000044,84,80,1962.07,8.052,0 days 00:05:04
305,-138882544,1992135552,13.200000000000044,87,80,1970.35,8.072,0 days 00:05:05
306,-138882896,1992136448,13.200000000000044,86,79,1978.48,8.06,0 days 00:05:06
307,-138883184,1992137216,13.200000000000044,88,80,1986.43,8.039,0 days 00:05:07
308,-138883440,1992138112,13.200000000000044,83,83,1994.39,8.01,0 days 00:05:08
309,-138883632,1992139008,13.200000000000044,82,86,2002.4,7.97,0 days 00:05:09
310,-138883776,1992139648,13.200000000000044,87,84,2010.27,7.933,0 days 00:05:10
311,-138883872,1992140672,13.200000000000044,86,81,2018.32,7.898,0 days 00:05:11
312,-138883936,1992141568,13.200000000000044,87,82,2026.18,7.863,0 days 00:05:12
313,-138883936,1992142208,13.200000000000044,84,85,2033.89,7.825,0 days 00:05:13
314,-138883904,1992143232,13.200000000000044,84,85,2041.76,7.785,0 days 00:05:14
315,-138883840,1992144128,13.200000000000044,84,85,2049.49,7.744,0 days 00:05:15
316,-138883728,1992144768,13.200000000000044,85,83,2057.26,7.701,0 days 00:05:16
317,-138883584,1992145664,13.200000000000044,85,83,2065.02,7.658,0 days 00:05:17
318,-138883424,1992146432,13.200000000000044,85,83,2072.49,7.614,0 days 00:05:18
319,-138883216,1992147328,13.200000000000044,86,83,2080.25,7.569,0 days 00:05:19
320,-138882992,1992148096,13.200000000000044,85,82,2087.75,7.527,0 days 00:05:20
321,-138882752,1992148864,13.200000000000044,83,83,2095.46,7.483,0 days 00:05:21
322,-138882496,1992149760,13.200000000000044,87,83,2102.76,7.443,0 days 00:05:22
323,-138882224,1992150400,13.200000000000044,84,82,2109.99,7.403,0 days 00:05:23
324,-138881952,1992151168,13.200000000000044,85,83,2117.36,7.365,0 days 00:05:24
325,-138881648,1992151936,13.200000000000044,84,82,2125.03,7.326,0 days 00:05:25
326,-138881344,1992152576,13.200000000000044,86,81,2132.1,7.31,0 days 00:05:26
327,-138881024,1992153344,13.200000000000044,86,82,2139.61,7.299,0 days 00:05:27
328,-138880720,1992154112,13.200000000000044,85,83,2146.56,7.283,0 days 00:05:28
329,-138880400,1992154880,13.200000000000044,85,85,2154.14,7.256,0 days 00:05:29
330,-138880064,1992155520,13.200000000000044,69,84,2161.51,7.209,0 days 00:05:30
331,-138879728,1992156288,13.399999999999975,88,84,2168.43,7.165,0 days 00:05:31
332,-138879376,1992157056,13.399999999999975,98,45,2175.6,7.182,0 days 00:05:32
333,-138879024,1992157696,13.399999999999975,92,57,2182.83,7.2,0 days 00:05:33
334,-138878656,1992158336,13.399999999999975,86,73,2189.89,7.204,0 days 00:05:34
335,-138878272,1992158976,13.399999999999975,86,82,2197.35,7.197,0 days 00:05:35
336,-138877904,1992159744,13.399999999999975,85,86,2204.47,7.184,0 days 00:05:36
337,-138877472,1992160512,13.399999999999975,85,88,2211.79,7.164,0 days 00:05:37
338,-138877072,1992161024,13.399999999999975,85,90,2219.01,7.147,0 days 00:05:38
339,-138876656,1992161792,13.399999999999975,82,91,2225.78,7.126,0 days 00:05:39
